"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"TIA","TIAN AN AUSTRALIA LIMITED","Real Estate Management & Development","11/12/1985",15589589
"TIG","TIGERS REALM COAL LIMITED","Materials","29/08/2011","SUSPENDED"
"TIP","TEAMINVEST PRIVATE GROUP LIMITED","Financial Services","24/05/2019",50289731
"TKL","TRAKA RESOURCES LIMITED","Materials","20/11/2003",2125790
"TKM","TREK METALS LIMITED","Materials","05/07/2007",24520975
"TLC","THE LOTTERY CORPORATION LIMITED","Consumer Services","24/05/2022",10794992760
"TLG","TALGA GROUP LTD","Materials","09/07/2010",174081184
"TLM","TALISMAN MINING LIMITED","Materials","25/11/2005",26364849
"TLS","TELSTRA GROUP LIMITED","Telecommunication Services","17/11/1997",49805806126
"TLX","TELIX PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/11/2017",8382765511
"TM1","TERRA METALS LIMITED","Energy","20/12/2012",11413782
"TMB","TAMBOURAH METALS LTD","Materials","12/08/2021",3292521
"TMG","TRIGG MINERALS LIMITED","Materials","03/10/2019",25868357
"TMK","TMK ENERGY LIMITED","Energy","10/07/2008",37454660
"TML","TIMAH RESOURCES LIMITED","Utilities","16/09/2015",3727910
"TMS","TENNANT MINERALS LIMITED","Materials","17/08/2004",10514795
"TMX","TERRAIN MINERALS LIMITED","Materials","23/03/2006",6010670
"TNC","TRUE NORTH COPPER LIMITED","Materials","10/11/2020",28024213
"TNE","TECHNOLOGY ONE LIMITED","Software & Services","08/12/1999",8609792628
"TNY","TINYBEANS GROUP LTD","Media & Entertainment","21/04/2017",10057910
"TOE","TORO ENERGY LIMITED","Energy","24/03/2006",19245096
"TOK","TOLU MINERALS LIMITED.","Materials","10/11/2023",142706959
"TON","TRITON MINERALS LTD","Materials","14/08/2009","SUSPENDED"
"TOP","THORNEY OPPORTUNITIES LTD","Not Applic","22/03/2000",101227345
"TOR","TORQUE METALS LIMITED..","Materials","25/06/2021",20224794
"TOT","360 CAPITAL REIT","Equity Real Estate Investment Trusts (REITs)","22/04/2015",79005140
"TOU","TLOU ENERGY LIMITED","Energy","09/04/2013",35061777
"TOY","TOYS'R'US ANZ LIMITED","Consumer Discretionary Distribution & Retail","14/09/2000",4537865
"TPC","TPC CONSOLIDATED LIMITED","Utilities","16/07/2007",102425999
"TPG","TPG TELECOM LIMITED.","Telecommunication Services","30/06/2020",9017807095
"TPW","TEMPLE & WEBSTER GROUP LTD","Consumer Discretionary Distribution & Retail","10/12/2015",1791924548
"TRA","TURNERS AUTOMOTIVE GROUP LIMITED","Consumer Discretionary Distribution & Retail","28/07/2017",438934910
"TRE","TOUBANI RESOURCES LIMITED","Materials","28/11/2022",43502392
"TRI","TRIVARX LTD","Health Care Equipment & Services","29/01/2001",5702130
"TRJ","TRAJAN GROUP HOLDINGS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","07/06/2021",121902398
"TRM","TRUSCOTT MINING CORPORATION LIMITED","Materials","18/04/2007","--"
"TRP","TISSUE REPAIR LTD","Pharmaceuticals, Biotechnology & Life Sciences","18/11/2021",14813887
"TRS","THE REJECT SHOP LIMITED","Consumer Discretionary Distribution & Retail","01/06/2004",241010165
"TRU","TRUSCREEN GROUP LIMITED","Health Care Equipment & Services","06/01/2021",13317785
"TSI","TOP SHELF INTERNATIONAL HOLDINGS LTD","Food, Beverage & Tobacco","10/12/2020","SUSPENDED"
"TSL","TITANIUM SANDS LIMITED","Materials","22/12/1988",14020483
"TSO","TESORO GOLD LTD","Materials","28/01/2004",41942179
"TTA","TTA HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","16/02/2006","SUSPENDED"
"TTI","TRAFFIC TECHNOLOGIES LTD.","Transportation","17/02/1998",2514294
"TTM","TITAN MINERALS LIMITED","Materials","15/11/2006",101435225
"TTT","TITOMIC LIMITED","Materials","21/09/2017",251894095
"TUA","TUAS LIMITED","Telecommunication Services","30/06/2020",2390825261
"TVL","TOUCH VENTURES LIMITED","Financial Services","29/09/2021",51003195
"TVN","TIVAN LIMITED","Materials","18/02/1971",198762193
"TWD","TAMAWOOD LIMITED","Consumer Durables & Apparel","14/08/2000",97329747
"TWE","TREASURY WINE ESTATES LIMITED","Food, Beverage & Tobacco","10/05/2011",7026953014
"TWR","TOWER LIMITED","Insurance","28/09/1999",429902839
"TX3","TRINEX MINERALS LIMITED","Materials","06/04/2017",1878652
"TYP","TRYPTAMINE THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/12/2018",41728735
"TYR","TYRO PAYMENTS LIMITED","Financial Services","06/12/2019",364337269
"TYX","TYRANNA RESOURCES LIMITED","Materials","11/07/2007",16439627
"TZL","TZ LIMITED","Technology Hardware & Equipment","22/01/1987",16836846
"TZN","TERRAMIN AUSTRALIA LIMITED.","Materials","23/12/2003",162975329
"UBI","UNIVERSAL BIOSENSORS INC.","Health Care Equipment & Services","13/12/2006",18778248
"UBN","URBANISE.COM LIMITED","Software & Services","22/09/2014",41930853
"UCM","USCOM LIMITED","Health Care Equipment & Services","10/12/2003",6762879
"UNI","UNIVERSAL STORE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","16/11/2020",530140797
"UNT","UNITH LTD","Media & Entertainment","16/12/1999",14745425
"UOS","UNITED OVERSEAS AUSTRALIA LIMITED","Real Estate Management & Development","17/02/1988",908565301
"URF","US MASTERS RESIDENTIAL PROPERTY FUND","Equity Real Estate Investment Trusts (REITs)","23/07/2012",269443982
"URW","UNIBAIL-RODAMCO-WESTFIELD","Equity Real Estate Investment Trusts (REITs)","31/05/2018",17252245588
"USL","UNICO SILVER LIMITED","Materials","19/04/2017",87588751
"UVA","UVRE LIMITED","Materials","07/06/2022",5658800
"UWC","UNDERWOOD CAPITAL LIMITED","Not Applic","22/01/2015",8735802
"VAR","VARISCAN MINES LIMITED","Materials","28/06/1973",4697146
"VAU","VAULT MINERALS LIMITED","Materials","16/10/1996","--"
"VBC","VERBREC LIMITED","Capital Goods","11/12/2007",21879942
"VBS","VECTUS BIOSYSTEMS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","23/02/2016",4262265
"VCX","VICINITY CENTRES","Equity Real Estate Investment Trusts (REITs)","05/12/2011",10038332088
"VEA","VIVA ENERGY GROUP LIMITED","Energy","13/07/2018",2389838318
"VEE","VEEM LTD","Capital Goods","26/10/2016",111503716
"VEN","VINTAGE ENERGY LTD","Energy","17/09/2018",7155687
"VFX","VISIONFLEX GROUP LIMITED","Health Care Equipment & Services","09/06/2015",8419651
"VFY","VITRAFY LIFE SCIENCES LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","26/11/2024",68957648
"VG1","VGI PARTNERS GLOBAL INVESTMENTS LIMITED","Not Applic","28/09/2017",370358824
"VGL","VISTA GROUP INTERNATIONAL LIMITED.","Software & Services","11/08/2014",781954705
"VHM","VHM LIMITED","Materials","09/01/2023",49944489
"VIG","VICTOR GROUP HOLDINGS LIMITED","Software & Services","09/05/2014",39785827
"VIT","VITURA HEALTH LIMITED","Health Care Equipment & Services","07/11/2019",43046566
"VKA","VIKING MINES LIMITED","Materials","12/05/2010",9297031
"VLS","VITA LIFE SCIENCES LIMITED..","Pharmaceuticals, Biotechnology & Life Sciences","23/08/2007",104547276
"VMC","VENUS METALS CORPORATION LIMITED","Materials","12/06/2007",18632225
"VMG","VDM GROUP LIMITED","Capital Goods","15/02/2006","SUSPENDED"
"VML","VITAL METALS LIMITED","Materials","11/10/2005",11790134
"VMM","VIRIDIS MINING AND MINERALS LIMITED","Materials","24/01/2022",20460726
"VMT","VMOTO LIMITED","Automobiles & Components","31/01/2002",31111181
"VN8","VONEX LIMITED..","Telecommunication Services","13/06/2018",24083313
"VNL","VINYL GROUP LTD","Software & Services","21/09/2010",120868218
"VNT","VENTIA SERVICES GROUP LIMITED","Capital Goods","19/11/2021",3453459041
"VPR","VOLT GROUP LIMITED","Utilities","18/04/1991",10716208
"VR1","VECTION TECHNOLOGIES LTD","Software & Services","17/03/2017",32141660
"VR8","VANADIUM RESOURCES LIMITED","Materials","03/11/2017",8464378
"VRC","VOLT RESOURCES LIMITED","Materials","19/12/2003",21081501
"VRL","VERITY RESOURCES LIMITED","Materials","18/01/2008",2396427
"VRS","VERIS LIMITED","Commercial & Professional Services","25/06/2008",28109910
"VRX","VRX SILICA LIMITED","Materials","24/02/2011",29892132
"VSL","VULCAN STEEL LIMITED","Materials","04/11/2021",926451306
"VSR","VOLTAIC STRATEGIC RESOURCES LTD","Energy","21/01/2011",6810603
"VTM","VICTORY METALS LIMITED","Materials","22/07/2021",43801086
"VTX","VERTEX MINERALS LIMITED","Materials","17/01/2022",49719971
"VUL","VULCAN ENERGY RESOURCES LIMITED","Materials","30/05/2018",942098971
"VVA","VIVA LEISURE LIMITED","Consumer Services","07/06/2019",125583533
"VYS","VYSARN LIMITED","Materials","14/12/2007",203066259
"W2V","WAY 2 VAT LTD.","Software & Services","17/09/2021",5604001
"WA1","WA1 RESOURCES LTD","Materials","08/02/2022",731330381
"WA8","WARRIEDAR RESOURCES LIMITED","Materials","18/05/2011",55499157
"WAA","WAM ACTIVE LIMITED","Not Applic","11/01/2008",64525277
"WAF","WEST AFRICAN RESOURCES LIMITED","Materials","11/06/2010",2507541406
"WAG","THE AUSTRALIAN WEALTH ADVISORS GROUP LIMITED","Financial Services","16/02/2024",23424975
"WAK","WA KAOLIN LIMITED","Materials","26/11/2020",24436245
"WAM","WAM CAPITAL LIMITED","Not Applic","12/08/1999",1802885301
"WAR","WAM STRATEGIC VALUE LIMITED","Not Applic","28/06/2021",187330791
"WAT","WATERCO LIMITED","Consumer Durables & Apparel","23/03/1989",225062029
"WAX","WAM RESEARCH LIMITED","Not Applic","19/08/2003",243631441
"WBC","WESTPAC BANKING CORPORATION","Banks","18/07/1970",101581161465
"WBE","WHITEBARK ENERGY LTD","Energy","10/03/2004",1541046
"WBT","WEEBIT NANO LTD","Semiconductors & Semiconductor Equipment","21/12/2010",314904276
"WC1","WEST COBAR METALS LIMITED","Materials","01/10/2021",2687348
"WC8","WILDCAT RESOURCES LIMITED","Materials","04/08/2004",200978192
"WCN","WHITE CLIFF MINERALS LIMITED","Materials","14/12/2007",28432061
"WDS","WOODSIDE ENERGY GROUP LTD","Energy","18/11/1971",37766132945
"WEB","WEB TRAVEL GROUP LIMITED","Consumer Services","19/11/1997",1459816339
"WEC","WHITE ENERGY COMPANY LIMITED","Energy","23/07/1999",10906697
"WEL","WINCHESTER ENERGY LTD","Energy","23/09/2014",2044528
"WES","WESFARMERS LIMITED","Consumer Discretionary Distribution & Retail","15/11/1984",80109297154
"WFL","WELLFULLY LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/05/2000","SUSPENDED"
"WGB","WAM GLOBAL LIMITED","Not Applic","22/06/2018",808594255
"WGN","WAGNERS HOLDING COMPANY LIMITED","Materials","08/12/2017",302035606
"WGR","WESTERN GOLD RESOURCES LIMITED.","Materials","23/07/2021",10807488
"WGX","WESTGOLD RESOURCES LIMITED.","Materials","06/12/2016",2593551648
"WHC","WHITEHAVEN COAL LIMITED","Energy","01/06/2007",3957121708
"WHF","WHITEFIELD INDUSTRIALS LIMITED","Not Applic","02/08/1971",629364096
"WHI","WHITEFIELD INCOME LIMITED","Not Applic","11/12/2024",192361091
"WHK","WHITEHAWK LIMITED","Software & Services","24/01/2018",13469024
"WIA","WIA GOLD LIMITED","Materials","09/03/2011",204477958
"WIN","WIN METALS LTD","Materials","22/09/2021",7700813
"WJL","WEBJET GROUP LIMITED","Consumer Services","23/09/2024",196265179
"WKT","WALKABOUT RESOURCES LTD","Materials","07/11/2006","SUSPENDED"
"WLD","WELLARD LIMITED","Food, Beverage & Tobacco","10/12/2015",90312553
"WLE","WAM LEADERS LIMITED","Not Applic","30/05/2016",1671086699
"WMA","WAM ALTERNATIVE ASSETS LIMITED","Not Applic","16/06/2014",183422091
"WMG","WESTERN MINES GROUP LTD","Materials","20/07/2021",9035334
"WMI","WAM MICROCAP LIMITED","Not Applic","28/06/2017",398934011
"WNR","WINGARA AG LTD","Food, Beverage & Tobacco","31/01/1990",1053255
"WNX","WELLNEX LIFE LIMITED","Food, Beverage & Tobacco","15/03/2017",20137613
"WOA","WIDE OPEN AGRICULTURE LTD","Food, Beverage & Tobacco","06/07/2018",10673732
"WOR","WORLEY LIMITED","Capital Goods","28/11/2002",6402176877
"WOT","WOTSO PROPERTY","Equity Real Estate Investment Trusts (REITs)","28/10/2011",77855929
"WOW","WOOLWORTHS GROUP LIMITED","Consumer Staples Distribution & Retail","12/07/1993",38162588781
"WPR","WAYPOINT REIT","Equity Real Estate Investment Trusts (REITs)","03/08/2016",1653110677
"WQG","WCM GLOBAL GROWTH LIMITED","Not Applic","23/06/2017",350822569
"WR1","WINSOME RESOURCES LIMITED","Materials","30/11/2021",43900821
"WRK","WRKR LTD","Software & Services","19/12/2016",103366450
"WSI","WESTSTAR INDUSTRIAL LIMITED","Materials","07/06/2006",8369741
"WSR","WESTAR RESOURCES LIMITED","Materials","17/12/2020",2192986
"WTC","WISETECH GLOBAL LIMITED","Software & Services","11/04/2016",26881406910
"WTL","WT FINANCIAL GROUP LIMITED","Financial Services","09/03/2015",47906011
"WTM","WARATAH MINERALS LIMITED","Materials","29/10/2012",29852156
"WTN","WINTON LAND LIMITED","Real Estate Management & Development","17/12/2021",479031184
"WWG","WISEWAY GROUP LIMITED","Transportation","31/10/2018",22592681
"WWI","WEST WITS MINING LIMITED","Materials","19/12/2007",44626984
"WYX","WESTERN YILGARN NL","Materials","25/05/2007",3714149
"WZR","WISR LIMITED","Financial Services","16/03/1989",37663440
"X2M","X2M CONNECT LIMITED","Technology Hardware & Equipment","22/09/2021",6810143
"XAM","XANADU MINES LTD","Materials","21/12/2010",110907458
"XF1","XREF LIMITED","Software & Services","18/04/2007",24190835
"XGL","XAMBLE GROUP LIMITED","Media & Entertainment","06/07/2015",6780285
"XPN","XPON TECHNOLOGIES GROUP LIMITED","Software & Services","16/12/2021",2537090
"XRF","XRF SCIENTIFIC LIMITED","Capital Goods","31/10/2006",222749684
"XRG","XREALITY GROUP LTD","Consumer Services","18/01/2013",19984380
"XRO","XERO LIMITED","Software & Services","08/11/2012",22707662484
"XST","XSTATE RESOURCES LIMITED","Energy","14/01/1988","SUSPENDED"
"XTC","XTC LITHIUM LIMITED","Materials","15/08/2007","SUSPENDED"
"XYZ","BLOCK, INC.","Financial Services","20/01/2022",47039563511
"YAL","YANCOAL AUSTRALIA LIMITED","Energy","28/06/2012",6232474143
"YAR","YARI MINERALS LIMITED","Materials","19/06/2006",1929431
"YOJ","YOJEE LIMITED","Software & Services","02/12/2010",41441205
"YOW","YOWIE GROUP LTD","Food, Beverage & Tobacco","15/09/1999","SUSPENDED"
"YRL","YANDAL RESOURCES LIMITED","Materials","14/12/2018",35562023
"Z2U","ZOOM2U TECHNOLOGIES LIMITED","Software & Services","10/09/2021",11943059
"ZAG","ZULEIKA GOLD LIMITED","Materials","23/08/2010",7418799
"ZEO","ZEOTECH LIMITED","Materials","16/10/2009",120492866
"ZEU","ZEUS RESOURCES LIMITED","Energy","21/01/2013",3844039
"ZGL","ZICOM GROUP LIMITED","Capital Goods","12/11/1970",16092001
"ZIM","ZIMPLATS HOLDINGS LIMITED","Materials","15/10/1998",1318561200
"ZIP","ZIP CO LIMITED..","Financial Services","09/12/2009",1658100396
"ZLD","ZELIRA THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","28/07/2003",5948578
"ZMI","ZINC OF IRELAND NL","Materials","18/09/2007",7938150
"ZMM","ZIMI LIMITED","Technology Hardware & Equipment","10/09/2007",3482497
"ZNC","ZENITH MINERALS LIMITED","Materials","29/05/2007",22409278
"ZNO","ZOONO GROUP LIMITED","Materials","28/07/1988",9241279
