Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
REAL|The RealReal, Inc. - Common Stock|Q|N|N|100|N|N
REAX|The Real Brokerage, Inc. - Common Shares|S|N|N|100|N|N
REBN|Reborn Coffee, Inc. - Common Stock|S|N|D|100|N|N
RECT|Rectitude Holdings Ltd - Ordinary Shares|S|N|N|100|N|N
REE|REE Automotive Ltd. - Class A Ordinary Shares|S|N|D|100|N|N
REFI|Chicago Atlantic Real Estate Finance, Inc. - Common Stock|G|N|N|100|N|N
REFR|Research Frontiers Incorporated - Common Stock|S|N|N|100|N|N
REG|Regency Centers Corporation - Common Stock|Q|N|N|100|N|N
REGCO|Regency Centers Corporation - 5.875% Series B Cumulative Redeemable Preferred Stock|Q|N|N|100|N|N
REGCP|Regency Centers Corporation - 6.25% Series A Cumulative Redeemable Preferred Stock|Q|N|N|100|N|N
REGN|Regeneron Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
REIT|ALPS Active REIT ETF|G|N|N|100|Y|N
REKR|Rekor Systems, Inc. - Common Stock|S|N|N|100|N|N
RELI|Reliance Global Group, Inc. - Common Stock|S|N|N|100|N|N
RELIW|Reliance Global Group, Inc. - Series A Warrants|S|N|N|100|N|N
RELL|Richardson Electronics, Ltd. - Common Stock|Q|N|N|100|N|N
RELY|Remitly Global, Inc. - Common stock|Q|N|N|100|N|N
REMG|Emerging Markets Active ETF|G|N|N|100|Y|N
RENB|Renovaro Inc. - Common Stock|S|N|D|100|N|N
RENT|Rent the Runway, Inc. - Class A Common Stock|G|N|N|100|N|N
REPL|Replimune Group, Inc. - Common Stock|Q|N|N|100|N|N
RETO|ReTo Eco-Solutions, Inc. - Class A Shares|S|N|N|100|N|N
REVB|Revelation Biosciences, Inc. - Common Stock|S|N|N|100|N|N
REVBW|Revelation Biosciences, Inc. - Warrant|S|N|N|100|N|N
REYN|Reynolds Consumer Products Inc. - Common Stock|Q|N|N|100|N|N
RFAI|RF Acquisition Corp II - Ordinary Shares|G|N|N|100|N|N
RFAIR|RF Acquisition Corp II - Right|G|N|N|100|N|N
RFAIU|RF Acquisition Corp II - Unit|G|N|N|100|N|N
RFDI|First Trust RiverFront Dynamic Developed International ETF|G|N|N|100|Y|N
RFEM|First Trust RiverFront Dynamic Emerging Markets ETF|G|N|N|100|Y|N
RFEU|First Trust RiverFront Dynamic Europe ETF|G|N|N|100|Y|N
RFIL|RF Industries, Ltd. - Common Stock|G|N|N|100|N|N
RGC|Regencell Bioscience Holdings Limited - Ordinary Shares|S|N|N|100|N|N
RGCO|RGC Resources Inc. - Common Stock|G|N|N|100|N|N
RGEN|Repligen Corporation - Common Stock|Q|N|N|100|N|N
RGLD|Royal Gold, Inc. - Common Stock|Q|N|N|100|N|N
RGLO|Global Equity Active ETF|G|N|N|100|Y|N
RGNX|REGENXBIO Inc. - Common Stock|Q|N|N|100|N|N
RGP|Resources Connection, Inc. - Common Stock|Q|N|N|100|N|N
RGS|Regis Corporation - Common Stock|G|N|N|100|N|N
RGTI|Rigetti Computing, Inc.  - Common stock|S|N|N|100|N|N
RGTIW|Rigetti Computing, Inc.  - Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50|S|N|N|100|N|N
RGTX|Defiance Daily Target 2X Long RGTI ETF|G|N|N|100|Y|N
RHLD|Resolute Holdings Management - Common Stock|G|N|N|100|N|N
RIBB|Ribbon Acquisition Corp - Class A Ordinary Shares|S|N|N|100|N|N
RIBBR|Ribbon Acquisition Corp - Rights|S|N|N|100|N|N
RIBBU|Ribbon Acquisition Corp - Unit|S|N|N|100|N|N
RICK|RCI Hospitality Holdings, Inc. - Common Stock|G|N|N|100|N|N
RIFR|Global Infrastructure Active ETF|G|N|N|100|Y|N
RIGL|Rigel Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
RILY|B. Riley Financial, Inc. - Common Stock|G|N|E|100|N|N
RILYG|B. Riley Financial, Inc. - 5.00% Senior Notes due 2026|G|N|E|100|N|N
RILYK|B. Riley Financial, Inc. - 5.50% Senior Notes Due 2026|G|N|E|100|N|N
RILYL|B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series B Cumulative Perpetual Preferred Stock|G|N|E|100|N|N
RILYN|B. Riley Financial, Inc. - 6.50% Senior Notes Due 2026|G|N|E|100|N|N
RILYP|B. Riley Financial, Inc. - Depositary Shares, each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock|G|N|E|100|N|N
RILYT|B. Riley Financial, Inc. - 6.00% Senior Notes Due 2028|G|N|E|100|N|N
RILYZ|B. Riley Financial, Inc. - 5.25% Senior Notes due 2028|G|N|E|100|N|N
RIME|Algorhythm Holdings, Inc. - Common Stock|S|N|N|100|N|N
RING|iShares MSCI Global Gold Miners ETF|G|N|N|100|Y|N
RINT|International Developed Equity Active ETF|G|N|N|100|Y|N
RIOT|Riot Platforms, Inc. - Common Stock|S|N|N|100|N|N
RITR|Reitar Logtech Holdings Limited - Ordinary shares|S|N|N|100|N|N
RIVN|Rivian Automotive, Inc. - Class A Common Stock|Q|N|N|100|N|N
RKDA|Arcadia Biosciences, Inc. - Common Stock|S|N|N|100|N|N
RKLB|Rocket Lab Corporation - Common Stock|S|N|N|100|N|N
RKLX|Defiance Daily Target 2X Long RKLB ETF|G|N|N|100|Y|N
RLAY|Relay Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
RLMD|Relmada Therapeutics, Inc. - Common Stock|S|N|D|100|N|N
RLYB|Rallybio Corporation - Common Stock|S|N|D|100|N|N
RMBI|Richmond Mutual Bancorporation, Inc. - Common Stock|S|N|N|100|N|N
RMBS|Rambus, Inc. - Common Stock|Q|N|N|100|N|N
RMCF|Rocky Mountain Chocolate Factory, Inc. - Common Stock|S|N|N|100|N|N
RMCO|Royalty Management Holding Corporation - Class A Common Stock|S|N|N|100|N|N
RMCOW|Royalty Management Holding Corporation - Warrant|S|N|N|100|N|N
RMNI|Rimini Street, Inc. - Common Stock|G|N|N|100|N|N
RMR|The RMR Group Inc. - Class A Common Stock|S|N|N|100|N|N
RMSG|Real Messenger Corporation - Ordinary Shares|S|N|N|100|N|N
RMSGW|Real Messenger Corporation - Warrants|S|N|N|100|N|N
RMTI|Rockwell Medical, Inc. - Common Stock|S|N|N|100|N|N
RNA|Avidity Biosciences, Inc. - Common Stock|G|N|N|100|N|N
RNAC|Cartesian Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
RNAZ|TransCode Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
RNEM|Emerging Markets Equity Select ETF|G|N|N|100|Y|N
RNIN|Bushido Capital US SMID Cap Equity ETF|G|N|N|100|Y|N
RNRG|Global X Renewable Energy Producers ETF|G|N|N|100|Y|N
RNTX|Rein Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
RNW|ReNew Energy Global plc - Class A Shares|Q|N|N|100|N|N
RNWWW|ReNew Energy Global plc - Warrant|Q|N|N|100|N|N
RNXT|RenovoRx, Inc. - Common Stock|S|N|N|100|N|N
ROAD|Construction Partners, Inc. - Common Stock|Q|N|N|100|N|N
ROBT|First Trust Nasdaq Artificial Intelligence and Robotics ETF|G|N|N|100|Y|N
ROCK|Gibraltar Industries, Inc. - Common Stock|Q|N|N|100|N|N
ROE|Astoria US Equal Weight Quality Kings ETF|G|N|N|100|Y|N
ROIV|Roivant Sciences Ltd. - Common Shares|Q|N|N|100|N|N
ROKU|Roku, Inc. - Class A Common Stock|Q|N|N|100|N|N
ROMA|Roma Green Finance Limited - Ordinary Shares|S|N|N|100|N|N
ROOT|Root, Inc. - Common Stock|Q|N|N|100|N|N
ROP|Roper Technologies, Inc. - Common Stock|Q|N|N|100|N|N
ROST|Ross Stores, Inc. - Common Stock|Q|N|N|100|N|N
RPAY|Repay Holdings Corporation - Class A Common Stock|S|N|N|100|N|N
RPD|Rapid7, Inc. - Common Stock|G|N|N|100|N|N
RPID|Rapid Micro Biosystems, Inc. - Class A Common Stock|S|N|N|100|N|N
RPRX|Royalty Pharma plc - Class A Ordinary Shares|Q|N|N|100|N|N
RPTX|Repare Therapeutics Inc. - Common Shares|Q|N|N|100|N|N
RR|Richtech Robotics Inc. - Class B Common Stock|S|N|N|100|N|N
RRBI|Red River Bancshares, Inc. - Common Stock|Q|N|N|100|N|N
RRGB|Red Robin Gourmet Burgers, Inc. - Common Stock|Q|N|N|100|N|N
RRR|Red Rock Resorts, Inc. - Class A Common Stock|Q|N|N|100|N|N
RSSS|Research Solutions, Inc - Common Stock|S|N|N|100|N|N
RSVR|Reservoir Media, Inc.. - Common Stock|G|N|N|100|N|N
RSVRW|Reservoir Media, Inc.. - Warrant|G|N|N|100|N|N
RTAC|Renatus Tactical Acquisition Corp I - Class A Ordinary Shares|G|N|N|100|N|N
RTACU|Renatus Tactical Acquisition Corp I - Unit|G|N|N|100|N|N
RTACW|Renatus Tactical Acquisition Corp I - Warrant|G|N|N|100|N|N
RTH|VanEck Retail ETF|G|N|N|100|Y|N
RTXG|Leverage Shares 2X Long RTX Daily ETF|G|N|N|100|Y|N
RUBI|Rubico Inc. - Common Stock|S|N|N|100|N|N
RUM|Rumble Inc. - Class A Common Stock|G|N|N|100|N|N
RUMBW|Rumble Inc. - Warrant|G|N|N|100|N|N
RUN|Sunrun Inc. - Common Stock|Q|N|N|100|N|N
RUNN|Running Oak Efficient Growth ETF|G|N|N|100|Y|N
RUSC|US Small Cap Equity Active ETF|G|N|N|100|Y|N
RUSHA|Rush Enterprises, Inc. - Class A Common Stock|Q|N|N|100|N|N
RUSHB|Rush Enterprises, Inc. - Class B Common Stock|Q|N|N|100|N|N
RVMD|Revolution Medicines, Inc. - Common Stock|Q|N|N|100|N|N
RVMDW|Revolution Medicines, Inc. - Warrant|Q|N|N|100|N|N
RVNL|GraniteShares 2x Long RIVN Daily ETF|G|N|N|100|Y|N
RVPH|Reviva Pharmaceuticals Holdings, Inc. - Common Stock|S|N|D|100|N|N
RVPHW|Reviva Pharmaceuticals Holdings, Inc. - Warrants|S|N|D|100|N|N
RVSB|Riverview Bancorp Inc - Common Stock|Q|N|N|100|N|N
RVSN|Rail Vision Ltd. - Ordinary Shares|S|N|D|100|N|N
RVSNW|Rail Vision Ltd. - Warrant|S|N|N|100|N|N
RVYL|Ryvyl Inc. - Common Stock|S|N|D|100|N|N
RWAY|Runway Growth Finance Corp. - Common Stock|Q|N|N|100|N|N
RWAYL|Runway Growth Finance Corp. - 7.50% Notes due 2027|Q|N|N|100|N|N
RWAYZ|Runway Growth Finance Corp. - 8.00% Notes due 2027|Q|N|N|100|N|N
RXRX|Recursion Pharmaceuticals, Inc. - Class A Common Stock|Q|N|N|100|N|N
RXST|RxSight, Inc. - Common Stock|G|N|N|100|N|N
RXT|Rackspace Technology, Inc. - Common Stock|Q|N|N|100|N|N
RYAAY|Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares|Q|N|N|100|N|N
RYET|Ruanyun Edai Technology Inc. - Ordinary shares|S|N|N|100|N|N
RYM|RYTHM, Inc. - Common Stock|S|N|N|100|N|N
RYOJ|rYojbaba Co., Ltd. - Common Shares|S|N|N|100|N|N
RYTM|Rhythm Pharmaceuticals, Inc. - Common Stock|G|N|N|100|N|N
RZLT|Rezolute, Inc. - Common Stock (NV)|S|N|N|100|N|N
RZLV|Rezolve AI PLC - Ordinary Shares|G|N|N|100|N|N
RZLVW|Rezolve AI PLC - Warrants|S|N|N|100|N|N
SABR|Sabre Corporation - Common Stock|Q|N|N|100|N|N
SABS|SAB Biotherapeutics, Inc. - Common Stock|S|N|N|100|N|N
SABSW|SAB Biotherapeutics, Inc. - Warrant|S|N|N|100|N|N
SAFT|Safety Insurance Group, Inc. - Common Stock|Q|N|N|100|N|N
SAFX|XCF Global, Inc. - Class A Common Stock|S|N|E|100|N|N
SAGT|SAGTEC GLOBAL LIMITED - Ordinary shares|S|N|N|100|N|N
SAIA|Saia, Inc. - Common Stock|Q|N|N|100|N|N
SAIC|Science Applications International Corporation - Common Stock|Q|N|N|100|N|N
SAIH|SAIHEAT Limited - Class A Ordinary Shares|S|N|N|100|N|N
SAIHW|SAIHEAT Limited - Warrant|S|N|N|100|N|N
SAIL|SailPoint, Inc. - Common Stock|Q|N|N|100|N|N
SAMG|Silvercrest Asset Management Group Inc. - Common Stock|G|N|N|100|N|N
SANA|Sana Biotechnology, Inc. - Common Stock|Q|N|N|100|N|N
SANG|Sangoma Technologies Corporation - Common Shares|Q|N|N|100|N|N
SANM|Sanmina Corporation - Common Stock|Q|N|N|100|N|N
SARK|Tradr 1X Short Innovation Daily ETF|G|N|N|100|Y|N
SATL|Satellogic Inc. - Class A Common Stock|S|N|N|100|N|N
SATLW|Satellogic Inc. - Warrant|S|N|N|100|N|N
SATS|EchoStar Corporation - Common stock|Q|N|N|100|N|N
SAVA|Cassava Sciences, Inc. - Common Stock|S|N|N|100|N|N
SBAC|SBA Communications Corporation - Class A Common Stock|Q|N|N|100|N|N
SBC|SBC Medical Group Holdings Incorporated - Common Stock|G|N|N|100|N|N
SBCF|Seacoast Banking Corporation of Florida - Common Stock|Q|N|N|100|N|N
SBCWW|SBC Medical Group Holdings Incorporated - Warrants|S|N|N|100|N|N
SBET|SharpLink Gaming, Inc. - Common Stock|S|N|N|100|N|N
SBFG|SB Financial Group, Inc. - Common Stock|S|N|N|100|N|N
SBFM|Sunshine Biopharma Inc. - Common stock|S|N|N|100|N|N
SBFMW|Sunshine Biopharma Inc. - Warrant|S|N|N|100|N|N
SBGI|Sinclair, Inc. - Class A Common Stock|Q|N|N|100|N|N
SBLK|Star Bulk Carriers Corp. - Common Shares|Q|N|N|100|N|N
SBLX|StableX Technologies, Inc. - Common Stock|S|N|N|100|N|N
SBRA|Sabra Health Care REIT, Inc. - Common Stock|Q|N|N|100|N|N
SBUX|Starbucks Corporation - Common Stock|Q|N|N|100|N|N
SCAG|Scage Future - American Depositary Shares|G|N|N|100|N|N
SCAGW|Scage Future - Warrants|S|N|N|100|N|N
SCDS|JPMorgan Fundamental Data Science Small Core ETF|G|N|N|100|Y|N
SCHL|Scholastic Corporation - Common Stock|Q|N|N|100|N|N
SCKT|Socket Mobile, Inc. - Common Stock|S|N|N|100|N|N
SCLX|Scilex Holding Company - Common Stock|S|N|N|100|N|N
SCLXW|Scilex Holding Company - Warrant|S|N|N|100|N|N
SCNI|Scinai Immunotherapeutics Ltd. - American Depositary Shares|S|N|N|100|N|N
SCNX|Scienture Holdings, Inc. - Common Stock|S|N|N|100|N|N
SCOR|comScore, Inc. - Common Stock|Q|N|N|100|N|N
SCPH|scPharmaceuticals Inc. - Common Stock|Q|N|N|100|N|N
SCSC|ScanSource, Inc. - Common Stock|Q|N|N|100|N|N
SCVL|Shoe Carnival, Inc. - Common Stock|Q|N|N|100|N|N
SCWO|374Water Inc. - common stock|S|N|D|100|N|N
SCYX|SCYNEXIS, Inc. - Common Stock|G|N|D|100|N|N
SCZ|iShares MSCI EAFE Small-Cap ETF|G|N|N|100|Y|N
SDA|SunCar Technology Group Inc. - Ordinary Shares|S|N|N|100|N|N
SDAWW|SunCar Technology Group Inc. - Warrant|S|N|N|100|N|N
SDG|iShares MSCI Global Sustainable Development Goals ETF|G|N|N|100|Y|N
SDGR|Schrodinger, Inc. - Common Stock|Q|N|N|100|N|N
SDHI|Siddhi Acquisition Corp - Class A Common stock|G|N|N|100|N|N
SDHIR|Siddhi Acquisition Corp - Right|G|N|N|100|N|N
SDHIU|Siddhi Acquisition Corp - Unit|G|N|N|100|N|N
SDM|Smart Digital Group Limited - Ordinary Shares|S|N|N|100|N|N
SDOT|Sadot Group Inc. - Common Stock|S|N|N|100|N|N
SDSI|American Century Short Duration Strategic Income ETF|G|N|N|100|Y|N
SDST|Stardust Power Inc. - Common Stock|G|N|D|100|N|N
SDSTW|Stardust Power Inc. - Warrant|G|N|D|100|N|N
SDTY|YieldMax S&P 500 0DTE Covered Call Strategy ETF|G|N|N|100|Y|N
SDVY|First Trust SMID Cap Rising Dividend Achievers ETF|G|N|N|100|Y|N
SEAT|Vivid Seats Inc. - Class A common stock|Q|N|N|100|N|N
SEATW|Vivid Seats Inc. - Warrant|Q|N|N|100|N|N
SEDG|SolarEdge Technologies, Inc. - Common Stock|Q|N|N|100|N|N
SEED|Origin Agritech Limited - Ordinary Shares|S|N|N|100|N|N
SEEM|SEI Select Emerging Markets Equity ETF|G|N|N|100|Y|N
SEER|Seer, Inc. - Class A Common Stock|Q|N|N|100|N|N
SEGG|Lottery.com, Inc. - Common Stock|G|N|D|100|N|N
SEIC|SEI Investments Company - Common Stock|Q|N|N|100|N|N
SEIE|SEI Select International Equity ETF|G|N|N|100|Y|N
SEIS|SEI Select Small Cap ETF|G|N|N|100|Y|N
SELF|Global Self Storage, Inc. - Common Stock|S|N|N|100|N|N
SELX|Semilux International Ltd. - Ordinary Shares|S|N|E|100|N|N
SENEA|Seneca Foods Corp. - Class A Common Stock|Q|N|N|100|N|N
SENEB|Seneca Foods Corp. - Class B Common Stock|Q|N|N|100|N|N
SEPN|Septerna, Inc. - Common Stock|G|N|N|100|N|N
SERA|Sera Prognostics, Inc. - Class A Common Stock|G|N|N|100|N|N
SERV|Serve Robotics Inc. - Common Stock|S|N|N|100|N|N
SETM|Sprott Critical Materials ETF|G|N|N|100|Y|N
SEVN|Seven Hills Realty Trust  - Common Stock|S|N|N|100|N|N
SEZL|Sezzle Inc. - Common Stock|S|N|N|100|N|N
SFBC|Sound Financial Bancorp, Inc. - Common Stock|S|N|N|100|N|N
SFD|Smithfield Foods, Inc. - Common Stock|Q|N|N|100|N|N
SFHG|Samfine Creation Holdings Group Limited - Class A Ordinary Share|S|N|D|100|N|N
SFIX|Stitch Fix, Inc. - Class A Common Stock|Q|N|N|100|N|N
SFLO|VictoryShares Small Cap Free Cash Flow ETF|G|N|N|100|Y|N
SFM|Sprouts Farmers Market, Inc. - Common Stock|Q|N|N|100|N|N
SFNC|Simmons First National Corporation - Common Stock|Q|N|N|100|N|N
SFST|Southern First Bancshares, Inc. - Common Stock|G|N|N|100|N|N
SFWL|Shengfeng Development Limited - Class A Ordinary Shares|S|N|N|100|N|N
SGA|Saga Communications, Inc. - Class A Common Stock|G|N|N|100|N|N
SGBX|Safe & Green Holdings Corp. - Common Stock|S|N|H|100|N|N
SGC|Superior Group of Companies, Inc. - Common Stock|G|N|N|100|N|N
SGD|Safe and Green Development Corporation - Common Stock|S|N|N|100|N|N
SGHT|Sight Sciences, Inc. - Common Stock|Q|N|N|100|N|N
SGLY|Singularity Future Technology Ltd. - Common Stock|S|N|N|100|N|N
SGML|Sigma Lithium Corporation - common shares|S|N|N|100|N|N
SGMO|Sangamo Therapeutics, Inc. - Common Stock|S|N|D|100|N|N
SGMT|Sagimet Biosciences Inc. - Series A Common Stock|G|N|N|100|N|N
SGRP|SPAR Group, Inc. - Common Stock|S|N|N|100|N|N
SGRY|Surgery Partners, Inc. - Common Stock|Q|N|N|100|N|N
SHBI|Shore Bancshares, Inc. - Common Stock|Q|N|N|100|N|N
SHC|Sotera Health Company - Common Stock|Q|N|N|100|N|N
SHEN|Shenandoah Telecommunications Co - Common Stock|Q|N|N|100|N|N
SHFS|SHF Holdings, Inc. - Class A Common Stock|S|N|D|100|N|N
SHFSW|SHF Holdings, Inc. - Warrants|S|N|D|100|N|N
SHIM|Shimmick Corporation - Common Stock|S|N|N|100|N|N
SHIP|Seanergy Maritime Holdings Corp. - Common Stock|S|N|N|100|N|N
SHLS|Shoals Technologies Group, Inc. - Class A Common Stock|G|N|N|100|N|N
SHMD|SCHMID Group N.V. - Class A Ordinary Shares|G|N|E|100|N|N
SHMDW|SCHMID Group N.V. - Warrants|S|N|E|100|N|N
SHOO|Steven Madden, Ltd. - Common Stock|Q|N|N|100|N|N
SHOP|Shopify Inc. - Class A Subordinate Voting Shares|Q|N|N|100|N|N
SHOT|Safety Shot, Inc. - Common Stock|S|N|D|100|N|N
SHOTW|Safety Shot, Inc. - Warrant|S|N|N|100|N|N
SHPD|Direxion Daily SHOP Bear 1X ETF|G|N|N|100|Y|N
SHPH|Shuttle Pharmaceuticals Holdings, Inc. - common stock|S|N|N|100|N|N
SHPU|Direxion Daily SHOP Bull 2X ETF|G|N|N|100|Y|N
SHRY|First Trust Bloomberg Shareholder Yield ETF|G|N|N|100|Y|N
SHV|iShares Short Treasury Bond ETF|G|N|N|100|Y|N
SHY|iShares 1-3 Year Treasury Bond ETF|G|N|N|100|Y|N
SIBN|SI-BONE, Inc. - Common Stock|G|N|N|100|N|N
SIDU|Sidus Space, Inc. - Class A Common Stock|S|N|N|100|N|N
SIEB|Siebert Financial Corp. - Common Stock|S|N|N|100|N|N
SIFY|Sify Technologies Limited - American Depository Shares|S|N|N|100|N|N
SIGA|SIGA Technologies Inc. - Common Stock|G|N|N|100|N|N
SIGI|Selective Insurance Group, Inc. - Common Stock|Q|N|N|100|N|N
SIGIP|Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B|Q|N|N|100|N|N
SILC|Silicom Ltd - Ordinary Shares|Q|N|N|100|N|N
SILO|Silo Pharma, Inc. - Common Stock|S|N|D|100|N|N
SIMA|SIM Acquisition Corp. I - Class A Ordinary Shares|G|N|N|100|N|N
SIMAU|SIM Acquisition Corp. I - Unit|G|N|N|100|N|N
SIMAW|SIM Acquisition Corp. I - Warrant|G|N|N|100|N|N
SIMO|Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares|Q|N|N|100|N|N
SINT|SiNtx Technologies, Inc. - Common Stock|S|N|N|100|N|N
SION|Sionna Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
SIRI|SiriusXM Holdings Inc. - Common Stock|Q|N|N|100|N|N
SISI|Shineco, Inc. - Common Stock|S|N|D|100|N|N
SITM|SiTime Corporation - Common Stock|G|N|N|100|N|N
SIXG|Defiance Connective Technologies ETF|G|N|N|100|Y|N
SJ|Scienjoy Holding Corporation - Class A Ordinary Shares|S|N|D|100|N|N
SJCP|SanJac Alpha Core Plus Bond ETF|G|N|N|100|Y|N
SJLD|SanJac Alpha Low Duration ETF|G|N|N|100|Y|N
SKBL|Skyline Builders Group Holding Limited - Class A Ordinary Shares|S|N|N|100|N|N
SKIN|The Beauty Health Company - Class A Common Stock|S|N|N|100|N|N
SKK|SKK Holdings Limited - Ordinary Shares|S|N|D|100|N|N
SKOR|FlexShares Credit-Scored US Corporate Bond Index Fund|G|N|N|100|Y|N
SKRE|Tuttle Capital Daily 2X Inverse Regional Banks ETF|G|N|N|100|Y|N
SKWD|Skyward Specialty Insurance Group, Inc. - Common Stock|Q|N|N|100|N|N
SKYE|Skye Bioscience, Inc. - Common Stock|G|N|N|100|N|N
SKYQ|Sky Quarry Inc. - Common Stock|S|N|D|100|N|N
SKYT|SkyWater Technology, Inc. - Common Stock|S|N|N|100|N|N
SKYU|ProShares Ultra Cloud Computing|G|N|N|100|Y|N
SKYW|SkyWest, Inc. - Common Stock|Q|N|N|100|N|N
SKYX|SKYX Platforms Corp. - Common Stock|S|N|N|100|N|N
SKYY|First Trust Cloud Computing ETF|G|N|N|100|Y|N
SLAB|Silicon Laboratories, Inc. - Common Stock|Q|N|N|100|N|N
SLDB|Solid Biosciences Inc. - Common Stock|Q|N|N|100|N|N
SLDE|Slide Insurance Holdings, Inc. - Common Stock|Q|N|N|100|N|N
SLDP|Solid Power, Inc. - Class A Common Stock|Q|N|N|100|N|N
SLDPW|Solid Power, Inc. - Warrant|Q|N|N|100|N|N
SLE|Super League Enterprise, Inc. - Common Stock|S|N|D|100|N|N
SLGL|Sol-Gel Technologies Ltd. - Ordinary Shares|S|N|N|100|N|N
SLM|SLM Corporation - Common Stock|Q|N|N|100|N|N
SLMBP|SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B|Q|N|N|100|N|N
SLN|Silence Therapeutics Plc - American Depository Share|G|N|N|100|N|N
SLNG|Stabilis Solutions, Inc. - Common Stock|S|N|N|100|N|N
SLNH|Soluna Holdings, Inc. - Common Stock|S|N|D|100|N|N
SLNHP|Soluna Holdings, Inc. - 9.0% Series A Cumulative Perpetual Preferred Stock|S|N|N|100|N|N
SLNO|Soleno Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
SLP|Simulations Plus, Inc. - Common Stock|Q|N|N|100|N|N
SLQD|iShares 0-5 Year Investment Grade Corporate Bond ETF|G|N|N|100|Y|N
SLRC|SLR Investment Corp. - Closed End Fund|Q|N|N|100|N|N
SLRX|Salarius Pharmaceuticals, Inc. - Common Stock|S|N|D|100|N|N
SLS|SELLAS Life Sciences Group, Inc.  - Common Stock|S|N|N|100|N|N
SLSN|Solesence, Inc. - Common stock|S|N|N|100|N|N
SLVO|ETRACS Silver Shares Covered Call ETNs due April 21, 2033|G|N|N|100|N|N
SLVR|Sprott Silver Miners & Physical Silver ETF|G|N|N|100|Y|N
SLXN|Silexion Therapeutics Corp - Ordinary Shares|S|N|D|100|N|N
SLXNW|Silexion Therapeutics Corp - Warrant|S|N|N|100|N|N
SMBC|Southern Missouri Bancorp, Inc. - Common Stock|G|N|N|100|N|N
SMCC|Defiance Leveraged Long + Income SMCI ETF|G|N|N|100|Y|N
SMCF|Themes US Small Cap Cash Flow Champions ETF|G|N|N|100|Y|N
SMCI|Super Micro Computer, Inc. - Common Stock|Q|N|N|100|N|N
SMCL|GraniteShares 2x Long SMCI Daily ETF|G|N|N|100|Y|N
SMCO|Hilton Small-MidCap Opportunity ETF|G|N|N|100|Y|N
SMCX|Defiance Daily Target 2X Long SMCI ETF|G|N|N|100|Y|N
SMCZ|Defiance Daily Target 2X Short SMCI ETF|G|N|N|100|Y|N
SMH|VanEck Semiconductor ETF|G|N|N|100|Y|N
SMHX|VanEck Fabless Semiconductor ETF|G|N|N|100|Y|N
SMID|Smith-Midland Corporation - Common Stock|S|N|N|100|N|N
SMLR|Semler Scientific, Inc. - Common Stock|S|N|N|100|N|N
SMMT|Summit Therapeutics Inc.  - Common Stock|G|N|N|100|N|N
SMPL|The Simply Good Foods Company - Common Stock|S|N|N|100|N|N
SMRI|Bushido Capital US Equity ETF|G|N|N|100|Y|N
SMSI|Smith Micro Software, Inc. - Common Stock|S|N|D|100|N|N
SMST|Defiance Daily Target 2x Short MSTR ETF|G|N|N|100|Y|N
SMTC|Semtech Corporation - Common Stock|Q|N|N|100|N|N
SMTI|Sanara MedTech Inc. - Common Stock|S|N|N|100|N|N
SMTK|SmartKem, Inc. - Common Stock|S|N|D|100|N|N
SMX|SMX (Security Matters) Public Limited Company - Class A Ordinary Shares|S|N|N|100|N|N
SMXT|Solarmax Technology Inc. - Common Stock|S|N|N|100|N|N
SMXWW|SMX (Security Matters) Public Limited Company - Warrant|S|N|N|100|N|N
SNAL|Snail, Inc. - Class A Common Stock|S|N|N|100|N|N
SNBR|Sleep Number Corporation - Common Stock|Q|N|N|100|N|N
SNCR|Synchronoss Technologies, Inc. - Common Stock|S|N|N|100|N|N
SNCY|Sun Country Airlines Holdings, Inc. - Common Stock|Q|N|N|100|N|N
SND|Smart Sand, Inc. - Common Stock|Q|N|N|100|N|N
SNDK|Sandisk Corporation - Common Stock|Q|N|N|100|N|N
SNDL|SNDL Inc. - Common Shares|S|N|N|100|N|N
SNDX|Syndax Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
SNES|SenesTech, Inc. - Common Stock|S|N|N|100|N|N
SNEX|StoneX Group Inc. - Common Stock|Q|N|N|100|N|N
SNFCA|Security National Financial Corporation - Class A Common Stock|G|N|N|100|N|N
SNGX|Soligenix, Inc. - Common Stock|S|N|D|100|N|N
